번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),업무구분명,상세업무구분명,권리주체일련번호,총직원수
7297,동물병원,02_03_01_P,3680000,3.68E+17,20041202,,1,영업/정상,0,정상,,,,,931-7582,0,,대전광역시 대덕구 신탄진동 147-5,대전광역시 대덕구 신탄진로 797 (신탄진동),34311,신탄진 동물병원,2.02E+13,U,2022-05-21 2:40,,238390.889,327594.9216,동물병원,,0,0
7298,동물병원,02_03_01_P,3680000,3.68E+17,20130503,,1,영업/정상,0,정상,,,,,632-7553,62.4,,대전광역시 대덕구 송촌동 445-2 비젼타워,"대전광역시 대덕구 동춘당로114번길 11-17, 비젼타워 (송촌동)",34400,디위드동물병원,2.02E+13,U,2022-05-21 2:40,,239213.4422,318586.4444,동물병원,,0,0
7299,동물병원,02_03_01_P,3680000,3.68E+17,20140708,,1,영업/정상,0,정상,,,,,,0,,대전광역시 대덕구 덕암동 10-4,대전광역시 대덕구 덕암로265번길 31 (덕암동),34330,로하스동물병원,2.02E+13,U,2022-05-21 2:40,,237945.2083,327156.8272,동물병원,,0,0
7300,동물병원,02_03_01_P,3680000,3.68E+17,20150903,,1,영업/정상,0,정상,,,,,,48.28,,대전광역시 대덕구 신탄진동 295-155번지,대전광역시 대덕구 남경마을로13번길 9 (신탄진동),34336,피그케어 동물병원,2.02E+13,U,2020-04-12 2:40,,238557.6949,326943.8091,동물병원,,0,
7301,동물병원,02_03_01_P,3670000,3.67E+17,20131030,,1,영업/정상,0,정상,,,,,042-485-7582,159,,대전광역시 유성구 봉명동 1053-1번지,대전광역시 유성구 봉명서로 11-13 (봉명동),34190,도안 ECO 종합동물병원,2.02E+13,U,2019-03-08 2:40,,230495.2971,315924.5823,동물병원,,0,
7302,동물병원,02_03_01_P,3670000,3.67E+17,20131210,,1,영업/정상,0,정상,,,,,042-822-5081,23.39,,대전광역시 유성구 장대동 280-6번지,대전광역시 유성구 장대로 47 (장대동),34172,신유성동물병원,2.02E+13,U,2019-03-08 2:40,,230089.7929,317647.1821,동물병원,,0,
7303,동물병원,02_03_01_P,3670000,3.67E+17,20140108,,1,영업/정상,0,정상,,,,,042-822-4775,79.42,,대전광역시 유성구 상대동 480-4번지,대전광역시 유성구 상대동로2번길 12 (상대동),34199,황학균동물병원,2.02E+13,U,2019-03-08 2:40,,230354.4475,315878.4158,동물병원,,0,
7304,동물병원,02_03_01_P,3670000,3.67E+17,20141006,,1,영업/정상,0,정상,,,,,042-862-7588,88,,대전광역시 유성구 어은동 105-7번지,대전광역시 유성구 농대로 4 (어은동),34139,퍼니펫 동물병원,2.02E+13,U,2019-03-08 2:40,,231681.9372,317853.4262,동물병원,,0,
7305,동물병원,02_03_01_P,3670000,3.67E+17,20141117,,1,영업/정상,0,정상,,,,,042-825-1118,102.4,,대전광역시 유성구 금고동 583,대전광역시 유성구 금남구즉로 1234 (금고동),34001,대전광역시 동물보호센터 부속 동물병원,2.02E+13,U,2022-10-23 2:40,,234229.5393,328707.1943,동물병원,,O00,0
7306,동물병원,02_03_01_P,3670000,3.67E+17,20150317,,1,영업/정상,0,정상,,,,,042-825-8461,103.5,,대전광역시 유성구 지족동 986-2번지 옥타브상가 B동 114~115호,"대전광역시 유성구 지족로 374, 옥타브상가 B동 114~115호 (지족동)",34077,람보동물병원,2.02E+13,U,2019-12-01 2:40,,228448.2477,320687.7332,동물병원,,0,
7307,동물병원,02_03_01_P,3670000,3.67E+17,20170620,,1,영업/정상,0,정상,,,,,,0,,대전광역시 유성구 상대동 454-4번지,대전광역시 유성구 월드컵대로316번길 9 (상대동),34198,슈슈 동물병원,2.02E+13,U,2019-03-08 2:40,,230035.9075,316382.569,동물병원,,0,
7308,동물병원,02_03_01_P,3670000,3.67E+17,20171109,,1,영업/정상,0,정상,,,,,042-931-1187,72,,대전광역시 유성구 봉산동 290-7번지 1층,"대전광역시 유성구 봉산로6번길 9, 1층 (봉산동)",34007,한밭동물종합병원,2.02E+13,U,2019-03-08 2:40,,234788.315,326047.4121,동물병원,,0,
7309,동물병원,02_03_01_P,3330000,3.33E+17,20010402,,1,영업/정상,0,정상,,,,,703-6996,112,,부산광역시 해운대구 좌동 1289-4번지 한솔빌딩,"부산광역시 해운대구 좌동순환로 178, 2층 (좌동)",48078,신도시동물병원,2.01E+13,I,2018-08-31 23:59,,398114.7254,188646.7314,동물병원,,0,
7310,동물병원,02_03_01_P,3330000,3.33E+17,20010702,,1,영업/정상,0,정상,,,,,784-1235,0,,부산광역시 해운대구 반여동 1291-1346번지,부산광역시 해운대구 해운대로61번길 104 (반여동),48051,푸른동물병원,2.02E+13,U,2019-03-29 2:40,,393889.3996,190459.9555,동물병원,,0,
7311,동물병원,02_03_01_P,3330000,3.33E+17,19950322,,1,영업/정상,0,정상,,,,,784-0079,84.9,,부산광역시 해운대구 재송동 1059-3번지,"부산광역시 해운대구 재반로 117-1, 2층 (재송동)",48054,재송동물병원,2.01E+13,I,2018-08-31 23:59,,393617.9119,189822.8846,동물병원,,0,
7312,동물병원,02_03_01_P,3330000,3.33E+17,19961129,,1,영업/정상,0,정상,,,,,704-7540,0,,부산광역시 해운대구 좌동 1327-5번지 10통송강빌딩,"부산광역시 해운대구 좌동순환로 308, 3층 (좌동)",48110,성심동물병원,2.01E+13,I,2018-08-31 23:59,,398779.0602,187679.4036,동물병원,,0,
7313,동물병원,02_03_01_P,3330000,3.33E+17,19990122,,1,영업/정상,0,정상,,,,,704-7582,0,,부산광역시 해운대구 우동 641-7번지,"부산광역시 해운대구 해운대로 580, 4층 (우동)",48094,김준완 동물의료센터,2.02E+13,U,2019-03-08 2:40,,396290.775,186797.7446,동물병원,,0,
7314,동물병원,02_03_01_P,3330000,3.33E+17,20030225,,1,영업/정상,0,정상,,,,,545-0041,0,,부산광역시 해운대구 반송동 257-248번지,부산광역시 해운대구 아랫반송로 11-1 (반송동),48017,반송동물병원,2.02E+13,U,2019-03-06 2:40,,395445.9279,193925.8128,동물병원,,0,
7315,동물병원,02_03_01_P,3300000,3.30E+17,20140512,,1,영업/정상,0,정상,,,,,515540010,89.2,,부산광역시 동래구 명륜동 676-112번지,"부산광역시 동래구 명륜로 194, 1층 (명륜동)",47747,훈 동물병원,2.02E+13,U,2019-11-21 2:40,,389597.477,192179.4203,동물병원,,0,
7316,동물병원,02_03_01_P,3300000,3.30E+17,20160308,,1,영업/정상,0,정상,,,,,051-555-4813,153.8,,부산광역시 동래구 수안동 568번지,"부산광역시 동래구 명륜로 90 (수안동, 호원메디컬)",47814,유성준동물병원,2.02E+13,U,2019-01-19 2:40,,389730.5437,191213.3798,동물병원,,0,
7317,동물병원,02_03_01_P,3300000,3.30E+17,20161028,,1,영업/정상,0,정상,,,,,051-505-4088,51.4,,부산광역시 동래구 온천동 1266-4번지,부산광역시 동래구 아시아드대로 207 (온천동),47852,온천동물병원,2.02E+13,U,2019-01-19 2:40,,388057.9041,191229.0182,동물병원,,0,
7318,동물병원,02_03_01_P,3300000,3.30E+17,20180531,,1,영업/정상,0,정상,,,,,051-982-2580,172.17,,"부산광역시 동래구 사직동 64-24번지 1,2층","부산광역시 동래구 아시아드대로 160, 1,2층 (사직동)",47842,노블동물병원,2.02E+13,I,2018-08-31 23:59,,388037.5021,190778.6013,동물병원,,0,
7319,동물병원,02_03_01_P,3300000,3.30E+17,19920114,,1,영업/정상,0,정상,,,,,504-1813,87.4,,부산광역시 동래구 사직동 28-15번지,부산광역시 동래구 사직북로63번길 11 (사직동),47860,사직삼보동물병원,2.02E+13,U,2019-03-30 2:40,,387322.6727,190886.3262,동물병원,,0,
7320,동물병원,02_03_01_P,3300000,3.30E+17,19980113,,1,영업/정상,0,정상,,,,,555-8300,72.6,,부산광역시 동래구 명륜동 429-17번지,부산광역시 동래구 명륜로98번길 1 (명륜동),47814,한사랑동물병원,2.02E+13,I,2018-08-31 23:59,,389677.7442,191267.8055,동물병원,,0,
7321,동물병원,02_03_01_P,3300000,3.30E+17,19980226,,1,영업/정상,0,정상,,,,,552-3003,0,,부산광역시 동래구 명륜동 627-4번지,부산광역시 동래구 충렬대로237번길 148 (명륜동),47809,동양축산병원,2.02E+13,U,2019-01-19 2:40,,389560.473,191788.2264,동물병원,,0,
7322,동물병원,02_03_01_P,3300000,3.30E+17,20060615,,1,영업/정상,0,정상,,,,,525-1275,66,,부산광역시 동래구 안락동 469-8번지,부산광역시 동래구 명장로 150 (안락동),47794,초원동물병원,2.02E+13,I,2018-08-31 23:59,,392296.4456,190840.0906,동물병원,,0,
7323,동물병원,02_03_01_P,3300000,3.30E+17,20120710,,1,영업/정상,0,정상,,,,,524-8275,140.56,,부산광역시 동래구 안락동 946-7번지,부산광역시 동래구 반송로 243 (안락동),47754,레알피부전문동물병원,2.02E+13,U,2020-02-22 2:40,,391075.3324,191261.0795,동물병원,,0,
7324,동물병원,02_03_01_P,3300000,3.30E+17,20120727,,1,영업/정상,0,정상,,,,,051-531-7582,114.1,,부산광역시 동래구 안락동 64-1번지,부산광역시 동래구 충렬대로 488 (안락동),47905,바른동물병원,2.02E+13,I,2018-08-31 23:59,,392221.1881,190383.5461,동물병원,,0,
7325,동물병원,02_03_01_P,3300000,3.30E+17,20130419,,1,영업/정상,0,정상,,,,,555-2119,259.5,,부산광역시 동래구 수안동 4-17,"부산광역시 동래구 명륜로 65, 1층 (수안동)",47818,뉴욕동물병원,2.02E+13,U,2021-10-15 2:40,,389735.5106,190957.4117,동물병원,,0,0
7326,동물병원,02_03_01_P,3300000,3.30E+17,20080222,,1,영업/정상,0,정상,,,,,506-7975,165,,부산광역시 동래구 사직동 42-1번지,부산광역시 동래구 사직로70번길 50 (사직동),47864,자연동물병원,2.01E+13,I,2018-08-31 23:59,,387331.3603,190631.6142,동물병원,,0,
7327,동물병원,02_03_01_P,3300000,3.30E+17,20120319,,1,영업/정상,0,정상,,,,,,0,,부산광역시 동래구 온천동 402-21번지 22통4반 105호,"부산광역시 동래구 금강로 69, 105호 (온천동)",47706,동래종합동물병원,2.02E+13,U,2019-03-15 2:40,,389072.9541,192669.6585,동물병원,,0,
7328,동물병원,02_03_01_P,3300000,3.30E+17,20140116,,1,영업/정상,0,정상,,,,,051-512-7582,493.36,,부산광역시 동래구 사직동 47-25번지,부산광역시 동래구 사직북로 26 (사직동),47859,자이언츠 동물병원,2.02E+13,I,2018-08-31 23:59,,387579.2803,190716.1761,동물병원,,0,
7329,동물병원,02_03_01_P,3300000,3.30E+17,20140404,,1,영업/정상,0,정상,,,,,051-557-7577,0,,부산광역시 동래구 복천동 177-2번지,부산광역시 동래구 동래로147번길 6 (복천동),47802,학산동물병원,2.02E+13,I,2018-08-31 23:59,,389989.7061,191486.2968,동물병원,,0,
7330,동물병원,02_03_01_P,3300000,3.30E+17,20140501,,1,영업/정상,0,정상,,,,,051-506-8875,0,,부산광역시 동래구 온천동 1440-1,"부산광역시 동래구 충렬대로 160, 1층 (온천동)",47824,스카이동물병원,2.02E+13,U,2020-07-01 2:40,,389112.3373,191433.4406,동물병원,,0,
7331,동물병원,02_03_01_P,3300000,3.30E+17,19821129,,1,영업/정상,0,정상,,,,,555-4130,0,,부산광역시 동래구 낙민동 288-58번지,부산광역시 동래구 충렬대로 268-1 (낙민동),47878,재생동물병원,2.02E+13,U,2019-01-19 2:40,,390130.9977,191048.9997,동물병원,,0,
7332,동물병원,02_03_01_P,3300000,3.30E+17,19900707,,1,영업/정상,0,정상,,,,,051-556-8747,121.3,,부산광역시 동래구 안락동 756-57번지,부산광역시 동래구 안연로98번길 4 (안락동),47894,안락동물병원,2.02E+13,U,2019-01-19 2:40,,391004.4886,190526.7084,동물병원,,0,
7333,동물병원,02_03_01_P,3300000,3.30E+17,19910607,,1,영업/정상,0,정상,,,,,553-4409,284.6,,부산광역시 동래구 온천동 170-2번지,부산광역시 동래구 금강공원로 11-1 (온천동),47711,류태현동물병원,2.02E+13,U,2019-01-19 2:40,,389584.1651,193008.3248,동물병원,,0,
7334,동물병원,02_03_01_P,3300000,3.30E+17,19910903,,1,영업/정상,0,정상,,,,,527-8742,48,,부산광역시 동래구 명장동 29-4번지,부산광역시 동래구 반송로 265 (명장동),47752,한양종합동물병원,2.02E+13,U,2019-01-19 2:40,,391225.7738,191419.5697,동물병원,,0,
7335,동물병원,02_03_01_P,5670000,5.67E+17,20090217,,1,영업/정상,0,정상,,,,,055-274-7525,219,,경상남도 창원시 성산구 상남동 2-7 금탑빌딩 1층,"경상남도 창원시 성산구 원이대로 676 (상남동,금탑빌딩 1층)",,온누리 동물의료센터,2.02E+13,U,2022-03-13 2:40,,353518.9122,192850.9444,동물병원,,0,0
7336,동물병원,02_03_01_P,5670000,5.67E+17,20090422,,1,영업/정상,0,정상,,,,,055-287-0279,51,,경상남도 창원시 성산구 중앙동 76-1 1층,"경상남도 창원시 성산구 용지로133번길 17 (중앙동,1층)",,튼튼동물병원,2.02E+13,I,2021-07-02 0:23,,352725.4759,193383.3623,동물병원,,0,
7337,동물병원,02_03_01_P,5670000,5.67E+17,20090317,,1,영업/정상,0,정상,,,,,296-4400,0,,경상남도 창원시 마산회원구 합성동 121-11,,,호박동물병원,2.01E+13,I,2021-07-02 0:23,,,,동물병원,,,
7338,동물병원,02_03_01_P,5670000,5.67E+17,20090622,,1,영업/정상,0,정상,,,,,055-222-2475,194.48,,경상남도 창원시 마산합포구 해운동 67-9 2층,"경상남도 창원시 마산합포구 해안대로 49, 2층 (해운동)",51745,아이파크 동물병원,2.02E+13,I,2021-07-02 0:23,,342365.6166,188021.9532,동물병원,,0,
7339,동물병원,02_03_01_P,5670000,5.67E+17,20091126,,1,영업/정상,0,정상,,20200102,20200323,,055-295-5014,143.7,,경상남도 창원시 마산회원구 양덕동 77-4 206~207호,경상남도 창원시 마산회원구 양덕서로 47 (양덕동),51317,펫유동물병원,2.02E+13,I,2021-07-02 0:23,,343903.2328,193380.2318,동물병원,,0,
7340,동물병원,02_03_01_P,5670000,5.67E+17,20100212,,1,영업/정상,0,정상,,,,,055-262-7590,50.25,,경상남도 창원시 성산구 반림동 17-2 반송빌딩 103호,"경상남도 창원시 성산구 원이대로473번길 28, 103호 (반림동,반송빌딩)",,미래펫 동물병원,2.02E+13,I,2021-07-02 0:23,,352035.0799,194236.7549,동물병원,,0,
7341,동물병원,02_03_01_P,5670000,5.67E+17,20100528,,1,영업/정상,0,정상,,,,,055-253-3867,0,,경상남도 창원시 의창구 중동 636,경상남도 창원시 의창구 천주로12번길 29 (중동),,창원시축산농협 동물병원,2.02E+13,I,2021-07-02 0:23,,347481.5866,197155.8036,동물병원,,L00,
7342,동물병원,02_03_01_P,5670000,5.67E+17,20110207,,1,영업/정상,0,정상,,,,,055-263-2600,91.5,,경상남도 창원시 성산구 대방동 366-4 신대방빌딩,"경상남도 창원시 성산구 창이대로881번길 11, 신대방빌딩 1층 101,102호 (대방동)",51465,신대방동물메디컬,2.02E+13,U,2021-07-31 2:40,,355489.0517,191119.3773,동물병원,,0,0
7343,동물병원,02_03_01_P,5670000,5.67E+17,20000327,,1,영업/정상,0,정상,,,,,546-7588,0,,경상남도 창원시 진해구 여좌동 796-6,경상남도 창원시 진해구 충장로 143-1 (여좌동),51694,O.K 동물병원,2.02E+13,I,2021-07-02 0:23,,351907.9453,184949.0887,동물병원,,0,
7344,동물병원,02_03_01_P,5670000,5.67E+17,19970228,,1,영업/정상,0,정상,,,,,055-247-4819,283.83,,경상남도 창원시 마산회원구 회원동 403-3,경상남도 창원시 마산회원구 회원남1길 49 (회원동),51295,회원동물메디컬센터,2.02E+13,U,2022-01-01 2:40,,342898.2138,192158.4955,동물병원,,0,0
7345,동물병원,02_03_01_P,5670000,5.67E+17,19990226,,1,영업/정상,0,정상,,,,,055-275-0076,46.02,,경상남도 창원시 성산구 중앙동 95-3 공성상가,"경상남도 창원시 성산구 용지로 90, 공성상가 1층 10호 (중앙동)",51515,대방동물병원,2.02E+13,U,2021-08-24 2:40,,352649.1156,192858.4138,동물병원,,0,0
7346,동물병원,02_03_01_P,5670000,5.67E+17,20140318,,1,영업/정상,0,정상,,,,,055-262-5152,0,,경상남도 창원시 성산구 안민동 72 한솔프라자 204호,"경상남도 창원시 성산구 안민안길 20, 2층 204호 (안민동, 한솔프라자)",51548,강애동물병원,2.02E+13,I,2021-07-02 0:23,,354021.936,188796.9472,동물병원,,0,
7347,동물병원,02_03_01_P,5670000,5.67E+17,20020131,,1,영업/정상,0,정상,,,,,055-292-7375,0,,경상남도 창원시 마산회원구 합성동 134-2,경상남도 창원시 마산회원구 3·15대로 846 (합성동),51356,가람동물병원,2.02E+13,I,2021-07-02 0:23,,344584.1692,195159.0988,동물병원,,0,
7348,동물병원,02_03_01_P,5670000,5.67E+17,20020720,,1,영업/정상,0,정상,,,,,055-253-7507,0,,경상남도 창원시 마산회원구 합성동 129-12,경상남도 창원시 마산회원구 합성서1길 157 (합성동),51209,사랑으로동물병원,2.02E+13,I,2021-07-02 0:23,,344251.6299,194884.2703,동물병원,,0,
7349,동물병원,02_03_01_P,5670000,5.67E+17,20031205,,1,영업/정상,0,정상,,,,,055-271-7271,14.4,,경상남도 창원시 마산합포구 진북면 영학리 211-5,경상남도 창원시 마산합포구 진북면 학동로 537-48,51786,진북동물병원,2.02E+13,I,2021-07-02 0:23,,330971.0784,184558.1404,동물병원,,0,
7350,동물병원,02_03_01_P,5670000,5.67E+17,19880902,,1,영업/정상,0,정상,,,,,055-299-0075,0,,경상남도 창원시 마산회원구 석전동 265-57,경상남도 창원시 마산회원구 3·15대로 593 (석전동),51314,창생동물병원,2.02E+13,I,2021-07-02 0:23,,343177.2437,193121.3951,동물병원,,0,
7351,동물병원,02_03_01_P,5670000,5.67E+17,19910621,,1,영업/정상,0,정상,,,,,055-238-6520,0,,경상남도 창원시 의창구 봉곡동 31-3,경상남도 창원시 의창구 지귀로 16 (봉곡동),51176,고려동물병원,2.02E+13,I,2021-07-02 0:23,,350075.8103,195194.527,동물병원,,0,
7352,동물병원,02_03_01_P,5670000,5.67E+17,19910314,,1,영업/정상,0,정상,,,,,055-247-7202,106,,경상남도 창원시 마산합포구 산호동 6-11,경상남도 창원시 마산합포구 삼호로 55 (산호동),51329,산호동물병원,2.02E+13,I,2021-07-02 0:23,,344212.0711,192585.4089,동물병원,,0,
7353,동물병원,02_03_01_P,5670000,5.67E+17,19910617,,1,영업/정상,0,정상,,,,,055-243-8104,91.56,,경상남도 창원시 마산합포구 상남동 162-166,경상남도 창원시 마산합포구 3·15대로 437 (상남동),51273,부산동물병원,2.02E+13,I,2021-07-02 0:23,,343423.5442,191607.2898,동물병원,,0,
7354,동물병원,02_03_01_P,5670000,5.67E+17,19931013,,1,영업/정상,0,정상,,,,,055-238-5457,0,,경상남도 창원시 의창구 봉곡동 36-7,경상남도 창원시 의창구 원이대로 277 (봉곡동),51176,창원동물병원,2.02E+13,I,2021-07-02 0:23,,350161.2871,194976.3155,동물병원,,0,
7355,동물병원,02_03_01_P,5670000,5.67E+17,19941014,,1,영업/정상,0,정상,,,,,055-255-5459,0,,경상남도 창원시 마산회원구 회성동 443-1,경상남도 창원시 마산회원구 회성남5길 3 (회성동),51311,마산가축병원,2.02E+13,I,2021-07-02 0:23,,341594.5276,193852.2648,동물병원,,0,
7356,동물병원,02_03_01_P,5670000,5.67E+17,19941025,,1,영업/정상,0,정상,,,,,055-245-8499,0,,경상남도 창원시 마산합포구 상남동 178-2,경상남도 창원시 마산합포구 3·15대로 424 (상남동),51335,이화동물병원,2.02E+13,I,2021-07-02 0:23,,343433.3966,191457.8111,동물병원,,0,
7507,동물병원,02_03_01_P,3730000,3.73E+17,20170424,,1,영업/정상,0,정상,,,,,,0,,울산광역시 울주군 삼남면 교동리 1555-1번지 울산 교동 리슈빌아파트 상가2층 202호,"울산광역시 울주군 삼남면 향교로 164, 2층 202호 (울산 교동 리슈빌아파트)",44949,중산동물병원,2.02E+13,U,2019-03-08 2:40,,391566.8817,231231.8495,동물병원,,0,
7508,동물병원,02_03_01_P,3730000,3.73E+17,20170703,,1,영업/정상,0,정상,,,,,,0,,울산광역시 울주군 삼남면 방기리 176-6번지,울산광역시 울주군 삼남면 하방로 27,44955,박지호 동물병원,2.02E+13,U,2019-03-08 2:40,,389524.6529,224884.2421,동물병원,,0,
7509,동물병원,02_03_01_P,3730000,3.73E+17,20180122,,1,영업/정상,0,정상,,,,,,0,,울산광역시 울주군 삼남면 신화리 1481-29번지,"울산광역시 울주군 삼남면 중남로 72, 3층",44953,라인동물병원,2.02E+13,U,2019-03-08 2:40,,391184.6147,228477.6967,동물병원,,0,
7510,동물병원,02_03_01_P,3450000,3.45E+17,20130314,,1,영업/정상,0,정상,,,,,053-324-8875,92,,대구광역시 북구 동천동 905-2,대구광역시 북구 팔거천동로 210 (동천동),41423,세븐동물병원,2.02E+13,U,2021-10-15 2:40,,340552.8366,272499.818,동물병원,,0,0
7511,동물병원,02_03_01_P,3600000,3.60E+17,20131105,,1,영업/정상,0,정상,,,,,384-5445,,,광주광역시 서구 금호동 245-3번지,광주광역시 서구 금화로 71 (금호동),62007,마루동물병원,2.01E+13,I,2018-08-31 23:59,,186846.9532,181494.9743,동물병원,,0,
7512,동물병원,02_03_01_P,3470000,3.47E+17,20111103,,1,영업/정상,0,정상,,,,,053-568-7582,93.29,,대구광역시 달서구 용산동 230-11번지 홈플러스 성서점 지하1층,"대구광역시 달서구 달구벌대로 1467, 홈플러스 성서점 지하1층 (용산동)",42637,도그플러스동물병원,2.02E+13,U,2020-05-13 2:40,,337916.0799,262111.0617,동물병원,,0,
7513,동물병원,02_03_01_P,3470000,3.47E+17,20040527,,1,영업/정상,0,정상,,,,,"566-8875,8885",74,,대구광역시 달서구 감삼동 600-17번지,대구광역시 달서구 달구벌대로 1524 (감삼동),42688,베스트 종합 동물병원,2.02E+13,U,2019-01-16 2:40,,338471.877,262113.1462,동물병원,,0,
7514,동물병원,02_03_01_P,3460000,3.46E+17,20010825,,1,영업/정상,0,정상,,,,,751-6693,0,,대구광역시 수성구 수성동1가 218-4번지,대구광역시 수성구 명덕로 393 (수성동1가),,신세계동물병원,2.02E+13,U,2019-01-13 2:40,,345660.6939,262826.2161,동물병원,,0,
7515,동물병원,02_03_01_P,3740000,3.74E+17,20170110,,1,영업/정상,0,정상,,,,,031-215-7474,366.6,,경기도 수원시 영통구 이의동 1331 광교 푸르지오 월드마크 204동,"경기도 수원시 영통구 센트럴타운로 107, 204동 2-06,2-07,2-08,2-09호 (이의동, 광교푸르지오월드마크,월드스퀘어)",16507,오아시스 정형외과 신경외과 동물병원,2.02E+13,I,2020-08-05 0:23,,204219.5217,421105.1732,동물병원,,0,
7516,동물병원,02_03_01_P,6520000,6.52E+17,20180813,,1,영업/정상,0,정상,,,,,064-796-3610,26.44,,제주특별자치도 서귀포시 대정읍 하모리 1423-18 서귀포시축협대정지소,"제주특별자치도 서귀포시 대정읍 하모중앙로 32, 서귀포시축협대정지소",63507,미듬동물병원,2.02E+13,U,2022-06-22 2:40,,130222.2937,-29806.72946,동물병원,,0,0
7517,동물병원,02_03_01_P,3860000,3.86E+17,20060504,,1,영업/정상,0,정상,,,,,032-675-8575,23.8,,경기도 부천시 원종동 375-3 그린메디칼프라자,"경기도 부천시 소사로 709, 그린메디칼프라자 (원종동)",14465,수동물병원,2.02E+13,U,2020-12-05 2:40,,182646.3312,446357.3332,동물병원,,0,
7518,동물병원,02_03_01_P,3860000,3.86E+17,20090701,,1,영업/정상,0,정상,,,,,201-8275,56.25,,경기도 부천시 심곡본동 588-1 부천라비앙로제,"경기도 부천시 경인로 190, 111호 (심곡본동, 부천라비앙로제)",14711,부천종합동물병원,2.02E+13,U,2022-06-25 2:40,,180178.7601,442385.8996,동물병원,,0,0
7519,동물병원,02_03_01_P,3210000,3.21E+17,20180814,,1,영업/정상,0,정상,,,,,02-532-5119,154.3,,서울특별시 서초구 방배동 2100,"서울특별시 서초구 동광로 15, 1층 (방배동)",6560,헤이븐동물병원,2.02E+13,U,2021-06-11 2:40,,198564.8624,443205.9668,동물병원,,0,
7520,동물병원,02_03_01_P,3230000,3.23E+17,20180816,,1,영업/정상,0,정상,,,,,22037975,0,,서울특별시 송파구 석촌동 2-9번지 금보 2층,"서울특별시 송파구 삼학사로 88, 금보 2층 (석촌동)",5612,잠실베스트동물병원 수술재활센터,2.02E+13,U,2019-03-08 2:40,,208542.1416,444755.6169,동물병원,,0,
7521,동물병원,02_03_01_P,5130000,5.13E+17,20180817,,1,영업/정상,0,정상,,,,,,,,경상북도 경산시 사동 659-1 부영원앙마을,"경상북도 경산시 백자로20길 9, 제상가동 1층 101호 (사동, 부영원앙마을)",38595,큰사랑동물병원,2.02E+13,U,2020-11-11 2:40,,358808.6165,258573.3523,동물병원,,0,
7522,동물병원,02_03_01_P,4710000,4.71E+17,20180730,,1,영업/정상,0,정상,,,,,063-547-2670,,,전라북도 김제시 요촌동 382-6번지,전라북도 김제시 남북로 213-1 (요촌동),54385,우리동물병원,2.02E+13,I,2018-08-31 23:59,,189458.1576,255901.3897,동물병원,,0,
7523,동물병원,02_03_01_P,5310000,5.31E+17,20180828,,1,영업/정상,0,정상,,,,,055-742-3535,35.96,,경상남도 진주시 장대동 136-14번지,경상남도 진주시 장대로 19-8 (장대동),52758,푸른동물병원(출장진료전문병원),2.02E+13,U,2019-12-22 2:40,,299029.172,188759.7386,동물병원,,0,
7524,동물병원,02_03_01_P,5120000,5.12E+17,20180725,,1,영업/정상,0,정상,,,,,,91.8,,경상북도 문경시 흥덕동 653-1번지,경상북도 문경시 중앙로 247 (흥덕동),36964,보람동물병원,2.02E+13,I,2018-08-31 23:59,,307774.1253,345684.2687,동물병원,,0,
7525,동물병원,02_03_01_P,3240000,3.24E+17,20180730,,1,영업/정상,0,정상,,,,,02-6403-1750,0,,서울특별시 강동구 길동 345-5번지,서울특별시 강동구 천중로49길 4 (길동),5303,사랑동물병원,2.02E+13,I,2018-08-31 23:59,,212572.5541,448779.3183,동물병원,,0,
7526,동물병원,02_03_01_P,3550000,3.55E+17,20111223,,1,영업/정상,0,정상,,,,,549-2626,56.4,,인천광역시 계양구 작전동 855-14번지 2층,"인천광역시 계양구 계양대로 134, 2층 (작전동)",21088,계산동물병원,2.02E+13,U,2019-03-15 2:40,,175441.3826,448207.7717,동물병원,,0,
7527,동물병원,02_03_01_P,3550000,3.55E+17,20051212,,1,영업/정상,0,정상,,,,,548-0275,0,,"인천광역시 계양구 계산동 1062 하이베라스 123,124호 D동","인천광역시 계양구 계산새로 71, D동 123,124호 (계산동, 하이베라스)",21060,다오동물병원,2.02E+13,U,2021-05-02 2:40,,176607.3266,448516.1203,동물병원,,0,
7528,동물병원,02_03_01_P,3550000,3.55E+17,20080626,,1,영업/정상,0,정상,,,,,"546-0079,",776.76,,인천광역시 계양구 작전동 864-39번지,인천광역시 계양구 계양대로 81 (작전동),21047,해림동물병원,2.02E+13,U,2019-03-15 2:40,,175376.338,447686.3989,동물병원,,0,
7529,동물병원,02_03_01_P,3550000,3.55E+17,20090512,,1,영업/정상,0,정상,,,,,"554-7579,",0,,인천광역시 계양구 계산동 1061번지 홈플러스 2층,"인천광역시 계양구 오조산공원로 14 (계산동, 홈플러스 2층)",21060,쿨펫동물병원,2.02E+13,U,2019-03-15 2:40,,176616.6826,448616.4325,동물병원,,0,
